fileName,severity,lineNumber,issueFoundDetails
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/SwapDropdown.tsx,medium,29,"The sorting logic in line 29-32 uses string comparison for weapon IDs, which may not work correctly if IDs are numeric or have a specific format that requires proper sorting. This could lead to incorrect ordering of weapons in the dropdown list."
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/SwapDropdown.tsx,medium,37,"The check for 'isEquipped' on line 37 uses a string equality comparison, which is fine, but the code doesn't handle the case where 'equippedWeaponId' might be null or undefined in a type-safe way, potentially leading to unexpected behavior if the prop is not properly validated."
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/SwapDropdown.tsx,low,30,The sorting logic in line 30 has a redundant check since 'a.id === equippedWeaponId' was already checked in line 29. This creates a small inefficiency in the sorting function.
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/SwapDropdown.tsx,low,43,"The 'disabled' attribute on line 43 is set based on 'isEquipped', but the visual styling for disabled buttons might not be consistent with the rest of the UI, potentially confusing users about the button's state."
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/SwapDropdown.tsx,low,44,"The button is disabled when equipped, but there's no visual indication in the UI that explains why the button is disabled, which could be confusing for users."
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/AttackDropdown.tsx,medium,35,"Filter condition uses 'distance >= (minRange || 0)' which evaluates to 'distance >= 0' when minRange is 0, potentially including enemies at distance 0 when minRange should be exclusive"
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/AttackDropdown.tsx,medium,40,"Filter condition uses 'distance < (minRange || 0)' which evaluates to 'distance < 0' when minRange is 0, which is never true and will always return 0 for tooCloseCount"
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/AttackDropdown.tsx,medium,52,Hardcoded string 'tile'/'tiles' should be extracted to a constant or utility function for reuse
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/AttackDropdown.tsx,medium,101,Hardcoded string 'tile'/'tiles' should be extracted to a constant or utility function for reuse
/home/michael/claude/rpg-public/apps/web/src/components/dropdowns/AttackDropdown.tsx,low,33,Repeated calculation of distance in filter and map functions - could be optimized by calculating once per enemy
/home/michael/claude/rpg-public/apps/web/src/components/combat-log-filter.ts,medium,10,"String literal '[DEBUG]' is hardcoded, making it difficult to maintain and modify. Should be extracted to a constant for better readability and maintainability."
/home/michael/claude/rpg-public/apps/web/src/components/combat-log-filter.ts,low,10,The filter logic assumes that debug entries always start with '[DEBUG]' prefix. This could be fragile if the format changes or if other prefixes are used. A more robust approach might use a regex or a dedicated property.
/home/michael/claude/rpg-public/apps/web/src/components/combat-log-filter.ts,medium,10,The function only filters out debug entries but doesn't handle other potential filtering requirements that might be added in the future. The function signature and implementation don't leave room for extension.
/home/michael/claude/rpg-public/apps/web/src/components/combat-log-filter.ts,high,10,"The filter logic could be inverted to improve readability. The current implementation uses a negation (debugMode || !e.text.startsWith('[DEBUG]')) which is harder to read and understand compared to a direct boolean check (e.g., if (!debugMode && e.text.startsWith('[DEBUG]')) return false)."
/home/michael/claude/rpg-public/apps/web/src/components/combat-log-filter.ts,low,10,"The function is named 'filterCombatLogForDisplay' but the filtering logic doesn't actually filter based on display type, but rather on debug mode. The naming is misleading and could confuse other developers."
/home/michael/claude/rpg-public/apps/web/src/components/TrapPlacementModal.tsx,medium,64,"Default value 'new Set(allDirections)' creates new set on every render, causing unnecessary re-renders and potential equality issues"
/home/michael/claude/rpg-public/apps/web/src/components/TrapPlacementModal.tsx,medium,66,"The isValid function is recreated on every render, even though it's a simple lookup that could be memoized"
/home/michael/claude/rpg-public/apps/web/src/components/TrapPlacementModal.tsx,low,12,"allDirections is defined outside component, but not memoized - could be moved inside to avoid potential reactivity issues"
/home/michael/claude/rpg-public/apps/web/src/components/TrapPlacementModal.tsx,low,13,directionLabels object is defined outside component and could be moved into a const to avoid re-creation on every render
/home/michael/claude/rpg-public/apps/web/src/components/TrapPlacementModal.tsx,medium,88,Grid styling uses fixed pixel values (60px) which may not scale well across different screen sizes or themes
/home/michael/claude/rpg-public/apps/web/src/components/EnchantmentLibrary.tsx,medium,68,"Using spread operator to create new array when updating enchantmentMap values can cause performance issues with large item lists, as it creates a new array on every iteration instead of mutating existing array"
/home/michael/claude/rpg-public/apps/web/src/components/EnchantmentLibrary.tsx,medium,89,"Hardcoded color values (#1a2a1a, #1a4a1a, etc.) should be extracted to CSS variables or theme constants for better maintainability and consistency"
/home/michael/claude/rpg-public/apps/web/src/components/EnchantmentLibrary.tsx,medium,107,"Conditional rendering of EnchantmentDetailModal only checks if selectedEnchantment exists but doesn't verify that the enchantmentId is still valid, potentially causing runtime errors if the enchantment was removed"
/home/michael/claude/rpg-public/apps/web/src/components/EnchantmentLibrary.tsx,low,67,"Using ?? operator for default value in enchantmentMap.get() call is redundant since the value is always initialized as an empty array in the loop above, making the check unnecessary"
/home/michael/claude/rpg-public/apps/web/src/components/InspectModal.tsx,medium,25,"State initialization uses entities[0]?.id without checking if entities is empty, which could lead to selecting an ID from an empty array if entities is unexpectedly non-empty but has no valid items"
/home/michael/claude/rpg-public/apps/web/src/components/InspectModal.tsx,medium,26,"selectedEntity lookup relies on selectedId which might be stale if entities array changes, leading to potential display of incorrect entity data"
/home/michael/claude/rpg-public/apps/web/src/components/InspectModal.tsx,medium,97,"The details panel is rendered unconditionally even when selectedEntity is null, which could cause errors if the selected entity is not found in the entities array"
/home/michael/claude/rpg-public/apps/web/src/components/InspectModal.tsx,low,194,Hardcoded CSS class names like 'resistance' and 'vulnerability' that could be made more maintainable through a mapping or configuration
/home/michael/claude/rpg-public/apps/web/src/components/InspectScreen.tsx,medium,86,"State initialization uses entities[0]?.id which can be null, leading to potential selection issues when entities array is empty or first entity has no ID"
/home/michael/claude/rpg-public/apps/web/src/components/InspectScreen.tsx,medium,240,"onClick handler directly uses entity.id without validation, which could cause issues if entity.id is undefined or null"
/home/michael/claude/rpg-public/apps/web/src/components/InspectScreen.tsx,medium,250,"SpriteDisplay component is rendered twice with different sizes, but the large one doesn't use the selectedEntity prop correctly since it's hardcoded to the selected entity instead of passed in"
/home/michael/claude/rpg-public/apps/web/src/components/InspectScreen.tsx,high,294,"Color logic for isFasterThanPlayer status is inverted - it uses #ff6644 for faster and #44ff44 for slower, which is counterintuitive"
/home/michael/claude/rpg-public/apps/web/src/components/InspectScreen.tsx,low,340,"Hardcoded width and height values (40px) in ASCII box styling, could be made more flexible"
/home/michael/claude/rpg-public/apps/web/src/components/InventoryScreen.tsx,medium,136,Unsafe type assertion 'as any' when setting filter value
/home/michael/claude/rpg-public/apps/web/src/components/InventoryScreen.tsx,medium,152,Unsafe type assertion 'as any' when setting sort value
/home/michael/claude/rpg-public/apps/web/src/components/InventoryScreen.tsx,medium,227,Direct access to item.stackEntityIds without null check before using
/home/michael/claude/rpg-public/apps/web/src/components/InventoryScreen.tsx,high,216,"getItemStats function returns empty string for armor stats when defense is 0, potentially hiding important information"
/home/michael/claude/rpg-public/apps/web/src/components/InventoryScreen.tsx,medium,60,Potential performance issue with repeated Set creation on every render for equippedIds
/home/michael/claude/rpg-public/apps/web/src/components/ProgressNoticeModal.tsx,medium,25,"Missing explicit type annotation for 'notice' prop in function signature, could lead to type inference issues"
/home/michael/claude/rpg-public/apps/web/src/components/ProgressNoticeModal.tsx,medium,30,"Conditional rendering of sprite icon with null check but no explicit type guard, could be more robust"
/home/michael/claude/rpg-public/apps/web/src/components/ProgressNoticeModal.tsx,low,32,"Hardcoded size value '32' for ItemSpriteIcon, should be extracted as a constant"
/home/michael/claude/rpg-public/apps/web/src/components/ProgressNoticeModal.tsx,low,31,"Hardcoded '48' values for width and height, should be extracted as constants"
/home/michael/claude/rpg-public/apps/web/src/components/ProgressNoticeModal.tsx,low,29,"Hardcoded gap value '12' for flex layout, should be extracted as a constant"
/home/michael/claude/rpg-public/apps/web/src/components/PlayerHud.tsx,medium,124,"Potential division by zero when player.maxHealth is 0, which would result in NaN for hpPct and break the hp bar display"
/home/michael/claude/rpg-public/apps/web/src/components/PlayerHud.tsx,medium,126,"Same issue with potential division by zero when player.experienceForNextLevel is 0, leading to NaN for xpPct"
/home/michael/claude/rpg-public/apps/web/src/components/PlayerHud.tsx,low,130,The logic for determining useDenseCompactBars could be simplified by combining the conditions into a single expression
/home/michael/claude/rpg-public/apps/web/src/components/PlayerHud.tsx,low,133,"The useEffect for injectHpPulse only runs once, but if the component re-renders with different player data, the animation might not be properly applied"
/home/michael/claude/rpg-public/apps/web/src/components/PlayerHud.tsx,medium,188,"In compact mode, the HP bar's valueLabel is conditionally formatted differently based on useDenseCompactBars, but the XP bar's valueLabel always uses the same format regardless of layout"
/home/michael/claude/rpg-public/apps/web/src/components/ActionButton.tsx,medium,35,"The nullish coalescing operator (??) on line 35 may not work as expected when renderedIcon is explicitly set to null or undefined, since it only checks for null/undefined, not falsy values like 0 or false"
/home/michael/claude/rpg-public/apps/web/src/components/ActionButton.tsx,medium,33,"The ItemSpriteIcon component is rendered with a fixed size of 16, which may not be appropriate for all use cases and could lead to inconsistent UI if the icon needs to scale with the button"
/home/michael/claude/rpg-public/apps/web/src/components/ActionButton.tsx,medium,30,The logic for determining renderedIcon on lines 30-35 has a complex conditional flow that could be simplified for better readability and maintainability
/home/michael/claude/rpg-public/apps/web/src/components/ActionButton.tsx,low,28,"The ACTION_ICONS[type] lookup on line 28 doesn't validate that the type exists, which could lead to undefined behavior if an invalid type is passed"
/home/michael/claude/rpg-public/apps/web/src/components/ActionButton.tsx,low,42,"The tooltip text from icon.tooltip is used directly in the title attribute without any sanitization, which could potentially lead to XSS if the tooltip contains malicious content"
/home/michael/claude/rpg-public/apps/web/src/components/StartScreen.tsx,medium,48,"The button passes playerName as a separate argument to onCreateGame, but playerName is already available in the component's scope, making the explicit parameter redundant and potentially confusing for future maintenance"
/home/michael/claude/rpg-public/apps/web/src/components/StartScreen.tsx,medium,47,"The button's onClick handler uses an arrow function that creates a new function on every render, which could lead to unnecessary re-renders of child components that depend on the function reference"
/home/michael/claude/rpg-public/apps/web/src/components/StartScreen.tsx,low,23,"The h1 element uses a hardcoded fontSize value of 24, which should be defined as a constant for better maintainability and consistency with other styling constants"
/home/michael/claude/rpg-public/apps/web/src/components/StartScreen.tsx,low,24,"The paragraph element uses a hardcoded fontSize value of 12, which should be defined as a constant for better maintainability and consistency with other styling constants"
/home/michael/claude/rpg-public/apps/web/src/components/StartScreen.tsx,low,42,"The input element uses a hardcoded fontSize value of 12, which should be defined as a constant for better maintainability and consistency with other styling constants"
/home/michael/claude/rpg-public/apps/web/src/components/ClickableStatGrid.tsx,medium,56,"Property 'statBreakdowns' is accessed without checking if it exists, which could cause a runtime error if player.statBreakdowns is undefined or null."
/home/michael/claude/rpg-public/apps/web/src/components/ClickableStatGrid.tsx,medium,46,"The accuracy calculation uses hardcoded values (15, 65, 95) that should be extracted to constants for better maintainability."
/home/michael/claude/rpg-public/apps/web/src/components/ClickableStatGrid.tsx,medium,43,The defense mitigation calculation uses a hardcoded divisor (35) that should be extracted to a constant.
/home/michael/claude/rpg-public/apps/web/src/components/ClickableStatGrid.tsx,medium,11,The STAT_COLORS object uses hardcoded color values that should be extracted to a constants file for better maintainability.
/home/michael/claude/rpg-public/apps/web/src/components/ClickableStatGrid.tsx,medium,57,"The accentColor function uses a fallback to colors.text, but there's no type safety for the key parameter, which could lead to runtime errors."
/home/michael/claude/rpg-public/apps/web/src/components/RunSummaryPanel.tsx,medium,15,"Conditional styling for prosperityDelta uses hardcoded color values '#4f4' and '#f44' instead of theme variables, making it difficult to maintain consistent styling across the application"
/home/michael/claude/rpg-public/apps/web/src/components/RunSummaryPanel.tsx,medium,16,"Conditional styling for fearDelta uses hardcoded color values '#f44' and '#4f4' instead of theme variables, making it difficult to maintain consistent styling across the application"
/home/michael/claude/rpg-public/apps/web/src/components/RunSummaryPanel.tsx,medium,17,"Conditional styling for corruptionDelta uses hardcoded color values '#f44' and '#4f4' instead of theme variables, making it difficult to maintain consistent styling across the application"
/home/michael/claude/rpg-public/apps/web/src/components/RunSummaryPanel.tsx,low,13,The goldEarned value is wrapped in a span with hardcoded color '#cc8' which could be extracted to a theme or style constant for better maintainability
/home/michael/claude/rpg-public/apps/web/src/components/RunSummaryPanel.tsx,low,10,The component uses inline styles which could be replaced with CSS classes for better maintainability and separation of concerns
/home/michael/claude/rpg-public/apps/web/src/components/FactionDetailModal.tsx,medium,46,"Potential undefined access when factions array is empty, could cause runtime error"
/home/michael/claude/rpg-public/apps/web/src/components/FactionDetailModal.tsx,medium,82,Inconsistent capitalization in status display - uses titleCase but powerBand doesn't
/home/michael/claude/rpg-public/apps/web/src/components/FactionDetailModal.tsx,low,152,Hardcoded bullet point character '•' instead of using a reusable constant
/home/michael/claude/rpg-public/apps/web/src/components/FactionDetailModal.tsx,low,122,"Hardcoded font sizes (10, 11, 14) instead of using a shared style system"
/home/michael/claude/rpg-public/apps/web/src/components/FactionDetailModal.tsx,low,163,Magic string 'Select a faction to view details.' could be extracted to a constant
/home/michael/claude/rpg-public/apps/web/src/components/QuestDetailModal.tsx,medium,14,"State initialization may select an invalid quest ID if the first quest in the array is not valid, potentially causing a runtime error when accessing properties on a null quest object."
/home/michael/claude/rpg-public/apps/web/src/components/QuestDetailModal.tsx,medium,16,"The selectedQuest lookup uses a potentially unsafe equality check (selectedQuestId === q.id) that could fail if IDs are not strictly equal, leading to a null selectedQuest even when a matching quest exists."
/home/michael/claude/rpg-public/apps/web/src/components/QuestDetailModal.tsx,medium,21,The command sent to sendCommand has hardcoded string literals for action types that could be made into constants to improve maintainability and reduce errors.
/home/michael/claude/rpg-public/apps/web/src/components/QuestDetailModal.tsx,medium,131,The conditional rendering of the Turn In Quest button relies on a specific status string 'ready_to_turn_in' which could be made more robust by using a dedicated helper function or enum for status checks.
/home/michael/claude/rpg-public/apps/web/src/components/QuestDetailModal.tsx,low,132,"The Turn In Quest button uses a hardcoded color (#000) for text color instead of a defined color constant, making it harder to maintain consistent theming."
/home/michael/claude/rpg-public/apps/web/src/components/MasteryDetailModal.tsx,medium,71,"Uses hardcoded array access MASTERY_THRESHOLDS[1] instead of a dynamic lookup that would work for any tier, creating brittle code that breaks if threshold structure changes"
/home/michael/claude/rpg-public/apps/web/src/components/MasteryDetailModal.tsx,medium,85,"Uses hardcoded array access MASTERY_THRESHOLDS[2] instead of a dynamic lookup that would work for any tier, creating brittle code that breaks if threshold structure changes"
/home/michael/claude/rpg-public/apps/web/src/components/MasteryDetailModal.tsx,medium,86,"Uses hardcoded array access MASTERY_THRESHOLDS[1] instead of a dynamic lookup that would work for any tier, creating brittle code that breaks if threshold structure changes"
/home/michael/claude/rpg-public/apps/web/src/components/MasteryDetailModal.tsx,low,61,Mixes raw progress value with tier in display text; should use a consistent display format for progress across all tiers
/home/michael/claude/rpg-public/apps/web/src/components/MasteryDetailModal.tsx,medium,94,"Uses >= 2 comparison for maximum tier check instead of checking against actual maximum tier, which could break if more tiers are added"
/home/michael/claude/rpg-public/apps/web/src/components/DPad.tsx,medium,33,"Button for 'N' direction uses hardcoded string 'N' instead of a variable, creating a maintenance risk if the direction constant changes"
/home/michael/claude/rpg-public/apps/web/src/components/DPad.tsx,medium,37,"Button for 'W' direction uses hardcoded string 'W' instead of a variable, creating a maintenance risk if the direction constant changes"
/home/michael/claude/rpg-public/apps/web/src/components/DPad.tsx,medium,41,"Button for 'E' direction uses hardcoded string 'E' instead of a variable, creating a maintenance risk if the direction constant changes"
/home/michael/claude/rpg-public/apps/web/src/components/DPad.tsx,medium,45,"Button for 'S' direction uses hardcoded string 'S' instead of a variable, creating a maintenance risk if the direction constant changes"
/home/michael/claude/rpg-public/apps/web/src/components/DPad.tsx,low,30,Hardcoded grid template column values instead of using DPAD_BTN_SIZE variable for consistency
/home/michael/claude/rpg-public/apps/web/src/components/QuestAssignedScreen.tsx,medium,28,"Conditional text rendering uses undefined check but doesn't handle the case where giverNpc.name might be undefined, potentially causing a runtime error when rendering"
/home/michael/claude/rpg-public/apps/web/src/components/QuestAssignedScreen.tsx,low,25,Hardcoded font size value '28' used for title header instead of a reusable constant or theme value
/home/michael/claude/rpg-public/apps/web/src/components/QuestAssignedScreen.tsx,low,51,Hardcoded font size value '13' used for reward text instead of a reusable constant or theme value
/home/michael/claude/rpg-public/apps/web/src/components/QuestAssignedScreen.tsx,low,52,Hardcoded 'g' suffix for gold reward instead of a reusable constant or localization
/home/michael/claude/rpg-public/apps/web/src/components/QuestAssignedScreen.tsx,low,59,Hardcoded minWidth value '200' for button instead of a reusable constant or theme value
/home/michael/claude/rpg-public/apps/web/src/components/EntitySpriteDisplay.tsx,medium,64,"The sprite loading error handling is silent and may mask important issues, making debugging difficult"
/home/michael/claude/rpg-public/apps/web/src/components/EntitySpriteDisplay.tsx,medium,76,"The sprite rendering logic doesn't handle cases where spriteRegistry.getSprite might return undefined, potentially causing runtime errors"
/home/michael/claude/rpg-public/apps/web/src/components/EntitySpriteDisplay.tsx,medium,83,"The ASCII fallback uses entity.color directly without validation, which could cause rendering issues if the color is invalid"
/home/michael/claude/rpg-public/apps/web/src/components/EntitySpriteDisplay.tsx,low,30,The entity type detection logic uses a series of if statements that could be simplified with a lookup table or switch statement
/home/michael/claude/rpg-public/apps/web/src/components/EntitySpriteDisplay.tsx,low,16,The SIZE_MAP constant is hardcoded and could be made more flexible for future size variations
/home/michael/claude/rpg-public/apps/web/src/components/UnifiedActionPanel.tsx,medium,177,Redundant null check using 'view.map!' instead of 'view.map' when 'view.map' is already confirmed non-null in line 62
/home/michael/claude/rpg-public/apps/web/src/components/UnifiedActionPanel.tsx,medium,186,Redundant null check using 'view.map!' instead of 'view.map' when 'view.map' is already confirmed non-null in line 62
/home/michael/claude/rpg-public/apps/web/src/components/UnifiedActionPanel.tsx,high,263,"Missing conditional rendering for 'STAIRS' button when on stairs, causing button to always render regardless of map state"
/home/michael/claude/rpg-public/apps/web/src/components/UnifiedActionPanel.tsx,medium,130,Unsafe type assertion 'selection as { abilityId: string; ... }' that could fail if selection is not the expected type
/home/michael/claude/rpg-public/apps/web/src/components/UnifiedActionPanel.tsx,medium,152,Unsafe type assertion 'selection as string' that could fail if selection is not a string
/home/michael/claude/rpg-public/apps/web/src/components/EnchanterPanel.tsx,medium,77,"Filtering enchantments to count filled slots uses 'null' check, but the type suggests they should be 'string | null' - this could lead to runtime errors if the data structure changes or if there are non-null falsy values"
/home/michael/claude/rpg-public/apps/web/src/components/EnchanterPanel.tsx,medium,105,"The check 'appliedEnchantments.includes(enchId)' on line 105 may fail if enchantment IDs are not strictly equal strings, due to potential type mismatches or unexpected data formats in the enchantment system"
/home/michael/claude/rpg-public/apps/web/src/components/EnchanterPanel.tsx,medium,115,"The onClick handler directly calls sendCommand without validating if the command is valid or if the slot/enchantmentId are valid, which could cause runtime errors if the data structures are malformed"
/home/michael/claude/rpg-public/apps/web/src/components/EnchanterPanel.tsx,low,78,"The calculation 'armorStats.enchantmentSlots - filledCount' could be simplified to 'freeSlots' on line 78, but this is just a minor code clarity issue"
/home/michael/claude/rpg-public/apps/web/src/components/EnchanterPanel.tsx,low,119,The button title attribute on line 119 contains redundant information that could be simplified to just the cost display since the button text already shows the enchantment name and cost
/home/michael/claude/rpg-public/apps/web/src/components/InventoryPanel.tsx,medium,105,"The 'actionItemId' is derived from either 'item.stackEntityIds[0]' or 'item.id', but there's no validation that 'item.stackEntityIds' is an array or that it has at least one element, potentially causing runtime errors if 'stackEntityIds' is null, undefined, or an empty array"
/home/michael/claude/rpg-public/apps/web/src/components/InventoryPanel.tsx,medium,142,"The conditional logic for displaying the sell button (lines 142-152) comes after the equip/use button logic, which means that in 'town' phase, items that are weapons/armor might be incorrectly rendered with a sell button instead of their proper equip/use action"
/home/michael/claude/rpg-public/apps/web/src/components/InventoryPanel.tsx,medium,108,"The itemClass check (line 108) for 'weapon' or 'armor' doesn't account for other possible item classes that might need equip/unequip behavior, making the logic incomplete for future item types"
/home/michael/claude/rpg-public/apps/web/src/components/InventoryPanel.tsx,medium,130,"The condition for consumable items (line 130) only checks for 'itemClass === consumable' and 'isEquipped' but doesn't consider that consumables might also be equipped in some contexts, leading to potential incorrect UI behavior"
/home/michael/claude/rpg-public/apps/web/src/components/InventoryPanel.tsx,high,176,"The color assignment for equipped items uses a ternary with 'colors.lime' for 'isEquipped' being truthy, but 'isEquipped' is set to 'false' by default on line 103, potentially causing incorrect color display if the item's equipped status isn't properly set or updated in the data"
/home/michael/claude/rpg-public/apps/web/src/components/ItemInspectModal.tsx,medium,27,Type assertion on 'item' variable at line 27 may mask runtime type errors
/home/michael/claude/rpg-public/apps/web/src/components/ItemInspectModal.tsx,medium,30,Duplicated type checking logic for 'isInventoryItem' on lines 27 and 30
/home/michael/claude/rpg-public/apps/web/src/components/ItemInspectModal.tsx,medium,154,Unsafe type assertion with 'as any' on line 154 for accessing consumable effect
/home/michael/claude/rpg-public/apps/web/src/components/ItemInspectModal.tsx,medium,186,Inconsistent styling approach for equipped item comparison display
/home/michael/claude/rpg-public/apps/web/src/components/ItemInspectModal.tsx,low,213,"Hardcoded string 'TOWN_ACTION' on line 213, should be a constant"
/home/michael/claude/rpg-public/apps/web/src/components/MobileNav.tsx,medium,21,"Window width check may cause hydration mismatch between server and client rendering, as window is undefined on server-side rendering"
/home/michael/claude/rpg-public/apps/web/src/components/MobileNav.tsx,medium,46,"Inconsistent active state logic: main tab considers openScreens.size === 0 while other tabs use openScreens.has(tab.id), potentially causing navigation inconsistencies"
/home/michael/claude/rpg-public/apps/web/src/components/MobileNav.tsx,low,24,"Hardcoded emoji values (🏘️, 🗺️) should be extracted to constants for better maintainability"
/home/michael/claude/rpg-public/apps/web/src/components/MobileNav.tsx,low,31,"Magic numbers 14, 18, 9, 11 used for icon and label sizes should be extracted to constants"
/home/michael/claude/rpg-public/apps/web/src/components/MobileNav.tsx,low,65,Hardcoded font sizes (iconSize) in inline styles should be moved to CSS classes
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentOverview.tsx,medium,25,"The sort function on line 25 uses indexOf to determine slot order, which can be inefficient and may not work correctly if slotOrder doesn't contain all slots from player.equippedItems, potentially causing incorrect sorting or runtime errors"
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentOverview.tsx,medium,44,The fallback to item.slot on line 44 when slotLabels[item.slot] is undefined may lead to inconsistent display of slot names if the slot names in player data don't exactly match the keys in slotLabels
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentOverview.tsx,low,34,"The key in the map function on line 34 uses item.slot and item.itemId, but if there are multiple items with the same slot and itemId, this could cause React reconciliation issues"
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentOverview.tsx,low,50,"The condition on line 50 checks for item.enchantments.length > 0 to determine if there's space for the name, but this is a fragile approach that may not always be reliable for layout management"
/home/michael/claude/rpg-public/apps/web/src/components/EquipmentOverview.tsx,low,68,"The title attribute on line 68 uses ench.description, but if enchantments lack descriptions, this could result in empty tooltips or undefined values being displayed"
/home/michael/claude/rpg-public/apps/web/src/components/CombatIndicators.tsx,medium,33,"Using Date.now() and Math.random() together for ID generation is problematic because it can create non-unique IDs in rapid succession, potentially causing rendering issues or duplicate label entries."
/home/michael/claude/rpg-public/apps/web/src/components/CombatIndicators.tsx,medium,63,"The stackIndex calculation filters all previous labels instead of just those at the same position, which could cause performance issues with many labels and incorrect stacking behavior when labels are not sorted by insertion order."
/home/michael/claude/rpg-public/apps/web/src/components/CombatIndicators.tsx,medium,40,"The cleanup timeout uses fadeOutDuration instead of a potentially dynamic duration from the label itself, which could cause premature removal of labels if fadeOutDuration changes after the label is created."
/home/michael/claude/rpg-public/apps/web/src/components/CombatIndicators.tsx,low,30,"The event handler uses a generic CustomEvent<Omit<FloatingLabel, 'id' | 'startTime'>> which could mask type errors if the actual event detail doesn't match the expected structure exactly."
/home/michael/claude/rpg-public/apps/web/src/components/CombatIndicators.tsx,low,70,The typeColors object is defined inline and could be extracted to a constant or moved to a shared config file for better maintainability.
/home/michael/claude/rpg-public/apps/web/src/components/CombatLogView.tsx,medium,22,"Scroll position is set unconditionally on every render when entries change, which may cause unwanted scrolling behavior and performance issues"
/home/michael/claude/rpg-public/apps/web/src/components/CombatLogView.tsx,medium,26,"The filterCombatLogForDisplay function is imported but not defined in this file, creating a potential runtime error if the import is broken"
/home/michael/claude/rpg-public/apps/web/src/components/CombatLogView.tsx,low,34,"The maxHeight style is set to 'none' as a string instead of undefined, which is less idiomatic and could cause confusion"
/home/michael/claude/rpg-public/apps/web/src/components/CombatLogView.tsx,low,40,"The flex property is conditionally set based on computedMaxHeight, but the undefined case could be clearer with explicit flex: 1"
/home/michael/claude/rpg-public/apps/web/src/components/CombatLogView.tsx,low,95,"The TAB_BAR_HEIGHT is used in a conditional but not imported in this file, which could cause confusion about its source"
/home/michael/claude/rpg-public/apps/web/src/components/TownPhase.tsx,medium,404,Missing null check for view.town before accessing view.town.shop in the shop panel render path
/home/michael/claude/rpg-public/apps/web/src/components/TownPhase.tsx,medium,408,Missing null check for view.town before accessing view.town in TavernPanel component
/home/michael/claude/rpg-public/apps/web/src/components/TownPhase.tsx,medium,417,Missing null check for view.town before accessing view.town properties in EnchanterPanel render path
/home/michael/claude/rpg-public/apps/web/src/components/TownPhase.tsx,medium,510,Potential undefined access to view.town in NpcCard component props
/home/michael/claude/rpg-public/apps/web/src/components/TownPhase.tsx,medium,512,Inconsistent null handling for view.town when setting shop panel state
/home/michael/claude/rpg-public/apps/web/src/components/ShopPanel.tsx,medium,135,Conditional logic for item filtering is duplicated and could be extracted into a reusable function
/home/michael/claude/rpg-public/apps/web/src/components/ShopPanel.tsx,medium,141,rarityOrder object could be moved outside the sort function to avoid recreating on every sort
/home/michael/claude/rpg-public/apps/web/src/components/ShopPanel.tsx,medium,343,Unsafe type assertion casting filter as BuyFilter and setFilter as (v: BuyFilter) => void
/home/michael/claude/rpg-public/apps/web/src/components/ShopPanel.tsx,medium,344,Unsafe type assertion casting sortBy as SortKey and setSortBy as (v: SortKey) => void
/home/michael/claude/rpg-public/apps/web/src/components/DeathNotificationModal.tsx,medium,16,"Division by zero risk in getPermadeathProximityMessage when threshold is 0, could crash the app"
/home/michael/claude/rpg-public/apps/web/src/components/DeathNotificationModal.tsx,medium,34,"Missing null check for deathContext.killerSpriteName before passing to ItemSpriteIcon, could cause runtime error"
/home/michael/claude/rpg-public/apps/web/src/components/DeathNotificationModal.tsx,medium,59,Potential XSS vulnerability in equipmentLost display - directly interpolating item names without sanitization
/home/michael/claude/rpg-public/apps/web/src/components/DeathNotificationModal.tsx,low,85,"Hardcoded style values (fontSize, padding, etc.) in InfoCard components - should be moved to style constants for consistency"
/home/michael/claude/rpg-public/apps/web/src/components/DeathNotificationModal.tsx,low,23,"Component lacks explicit type checking for deathContext prop, could lead to runtime type errors"
/home/michael/claude/rpg-public/apps/web/src/components/ItemSpriteIcon.tsx,medium,22,"Silent failure in sprite loading catch block may mask important errors, making debugging difficult"
/home/michael/claude/rpg-public/apps/web/src/components/ItemSpriteIcon.tsx,medium,31,"Potential null dereference if getContext returns null, though the code has a guard, the error handling is minimal"
/home/michael/claude/rpg-public/apps/web/src/components/ItemSpriteIcon.tsx,low,14,Hardcoded default size value (16) in function signature may limit flexibility if other sizes are needed
/home/michael/claude/rpg-public/apps/web/src/components/ItemSpriteIcon.tsx,low,38,"Direct access to spriteRegistry.getSpriteByAtlasName() without checking if spriteRegistry is initialized, potentially leading to undefined behavior"
/home/michael/claude/rpg-public/apps/web/src/components/ItemSpriteIcon.tsx,medium,41,"Canvas drawImage call uses hardcoded size values (size, size) which may not correctly scale sprites if sprite dimensions differ from canvas size"
